# TALYS total OMP: n + ar40
# KD03 global (localomp n)
# l.s = 0.0
# Columns:  E(MeV)  r(fm)  Re(U)(MeV)  Im(U)(MeV)
    1.00000   0.26781   -5.16654000e+01   -2.78526000e-01
    1.00000   0.53562   -5.15754000e+01   -2.84542000e-01
    1.00000   0.80343   -5.14419000e+01   -2.94499000e-01
    1.00000   1.07124   -5.12442000e+01   -3.10948000e-01
    1.00000   1.33905   -5.09526000e+01   -3.38061000e-01
    1.00000   1.60686   -5.05242000e+01   -3.82607000e-01
    1.00000   1.87467   -4.98992000e+01   -4.55432000e-01
    1.00000   2.14248   -4.89963000e+01   -5.73566000e-01
    1.00000   2.41029   -4.77102000e+01   -7.62836000e-01
    1.00000   2.67810   -4.59146000e+01   -1.06008000e+00
    1.00000   2.94591   -4.34770000e+01   -1.51209000e+00
    1.00000   3.21372   -4.02904000e+01   -2.16480000e+00
    1.00000   3.48153   -3.63241000e+01   -3.03237000e+00
    1.00000   3.74934   -3.16783000e+01   -4.04210000e+00
    1.00000   4.01715   -2.66084000e+01   -4.98379000e+00
    1.00000   4.28496   -2.14856000e+01   -5.54456000e+00
    1.00000   4.55277   -1.66967000e+01   -5.48296000e+00
    1.00000   4.82058   -1.25346000e+01   -4.81686000e+00
    1.00000   5.08839   -9.14019000e+00   -3.80938000e+00
    1.00000   5.35620   -6.51276000e+00   -2.77022000e+00
    1.00000   5.62401   -4.55996000e+00   -1.89453000e+00
    1.00000   5.89182   -3.15199000e+00   -1.24214000e+00
    1.00000   6.15963   -2.15891000e+00   -7.92166000e-01
    1.00000   6.42744   -1.46927000e+00   -4.96367000e-01
    1.00000   6.69525   -9.95518000e-01   -3.07622000e-01
    1.00000   6.96306   -6.72482000e-01   -1.89368000e-01
    1.00000   7.23087   -4.53334000e-01   -1.16100000e-01
    1.00000   7.49868   -3.05176000e-01   -7.10090000e-02
    1.00000   7.76649   -2.05246000e-01   -4.33711000e-02
    1.00000   8.03430   -1.37950000e-01   -2.64710000e-02
    1.00000   8.30211   -9.26795000e-02   -1.61509000e-02
    1.00000   8.56992   -6.22474000e-02   -9.85354000e-03
    1.00000   8.83773   -4.17998000e-02   -6.01213000e-03
    1.00000   9.10554   -2.80654000e-02   -3.66907000e-03
    1.00000   9.37335   -1.88422000e-02   -2.23981000e-03
    1.00000   9.64116   -1.26493000e-02   -1.36781000e-03
    1.00000   9.90897   -8.49145000e-03   -8.35641000e-04
    1.00000  10.17678   -5.70016000e-03   -5.10765000e-04
    1.00000  10.44459   -3.82635000e-03   -3.12357000e-04
    1.00000  10.71240   -2.56849000e-03   -1.91132000e-04
    1.00000  10.98021   -1.72412000e-03   -1.17028000e-04
    1.00000  11.24802   -1.15732000e-03   -7.17049000e-05
    1.00000  11.51583   -7.76853000e-04   -4.39679000e-05
    1.00000  11.78364   -5.21462000e-04   -2.69822000e-05
    1.00000  12.05145   -3.50031000e-04   -1.65732000e-05
    1.00000  12.31926   -2.34958000e-04   -1.01895000e-05
    1.00000  12.58707   -1.57715000e-04   -6.27117000e-06
    1.00000  12.85488   -1.05866000e-04   -3.86394000e-06
    1.00000  13.12269   -7.10619000e-05   -2.38360000e-06
    1.00000  13.39050   -4.77001000e-05   -1.47230000e-06
    1.00000  13.65831   -3.20185000e-05   -9.10665000e-07
    1.00000  13.92612   -2.14923000e-05   -5.64103000e-07
    1.00000  14.19393   -1.44267000e-05   -3.49974000e-07
    1.00000  14.46174   -9.68384000e-06   -2.17487000e-07
    1.00000  14.72955   -6.50025000e-06   -1.35391000e-07
    1.00000  14.99736   -4.36327000e-06   -8.44399000e-08
    1.00000  15.26517   -2.92883000e-06   -5.27647000e-08
    1.00000  15.53298   -1.96597000e-06   -3.30382000e-08
    1.00000  15.80079   -1.31965000e-06   -2.07301000e-08
    1.00000  16.06860   -8.85809000e-07   -1.30357000e-08
