# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Energy grid: 1 to 20 MeV, 1 MeV step
# Radial grid: 0 to 21 fm, 0.26781 fm step
# l = 1 (j = l + 1/2, l.s = l)
# Columns: E(MeV)  k  r(fm)  Re(U)(MeV)  Im(U)(MeV)
   5.00000   2   19.282320    1.344203e+00   -9.015732e-11
   5.00000   2   19.550130    1.325790e+00   -5.856263e-11
   5.00000   2   19.817940    1.307874e+00   -3.811982e-11
   5.00000   2   20.085750    1.290435e+00   -2.486334e-11
   5.00000   2   20.353560    1.273456e+00   -1.624844e-11
   5.00000   2   20.621370    1.256917e+00   -1.063827e-11
   5.00000   2   20.889180    1.240803e+00   -6.977498e-12
   6.00000   1    0.267810   -5.015000e+01   -5.587969e-01
   6.00000   1    0.535620   -4.998807e+01   -5.661747e-01
   6.00000   1    0.803430   -4.987059e+01   -5.776946e-01
   6.00000   1    1.071240   -4.972698e+01   -5.966662e-01
   6.00000   1    1.339050   -4.952301e+01   -6.280837e-01
   6.00000   1    1.606860   -4.922003e+01   -6.800112e-01
   6.00000   1    1.874670   -4.876393e+01   -7.654117e-01
   6.00000   1    2.142480   -4.807606e+01   -9.047289e-01
   6.00000   1    2.410290   -4.704433e+01   -1.129107e+00
   6.00000   1    2.678100   -4.551904e+01   -1.483160e+00
   6.00000   1    2.945910   -4.332531e+01   -2.023797e+00
   6.00000   1    3.213720   -4.030756e+01   -2.807104e+00
   6.00000   1    3.481530   -3.640689e+01   -3.850831e+00
   6.00000   1    3.749340   -3.173651e+01   -5.067115e+00
   6.00000   1    4.017150   -2.659733e+01   -6.200474e+00
   6.00000   1    4.284960   -2.140739e+01   -6.869614e+00
   6.00000   1    4.552770   -1.657825e+01   -6.779358e+00
   6.00000   1    4.820580   -1.240507e+01   -5.950819e+00
   6.00000   1    5.088390   -9.019802e+00   -4.705502e+00
   6.00000   1    5.356200   -6.411180e+00   -3.422735e+00
   6.00000   1    5.624010   -4.479475e+00   -2.341912e+00
   6.00000   1    5.891820   -3.090846e+00   -1.536457e+00
   6.00000   1    6.159630   -2.113794e+00   -9.806162e-01
   6.00000   1    6.427440   -1.436663e+00   -6.149934e-01
   6.00000   1    6.695250   -9.722950e-01   -3.815208e-01
   6.00000   1    6.963060   -6.561245e-01   -2.351203e-01
   6.00000   1    7.230870   -4.419064e-01   -1.443275e-01
   6.00000   1    7.498680   -2.972428e-01   -8.839354e-02
   6.00000   1    7.766490   -1.997653e-01   -5.406994e-02
   6.00000   1    8.034300   -1.341792e-01   -3.305505e-02
   6.00000   1    8.302110   -9.009330e-02   -2.020440e-02
   6.00000   1    8.569920   -6.047831e-02   -1.235086e-02
   6.00000   1    8.837730   -4.059240e-02   -7.552148e-03
   6.00000   1    9.105540   -2.724287e-02   -4.619798e-03
   6.00000   1    9.373350   -1.828271e-02   -2.827475e-03
   6.00000   1    9.641160   -1.226926e-02   -1.731548e-03
   6.00000   1    9.908970   -8.233660e-03   -1.061117e-03
   6.00000   1   10.176780   -5.525462e-03   -6.507547e-04
   6.00000   1   10.444590   -3.708070e-03   -3.994178e-04
   6.00000   1   10.712400   -2.488470e-03   -2.453723e-04
   6.00000   1   10.980210   -1.670023e-03   -1.508846e-04
   6.00000   1   11.248020   -1.120776e-03   -9.287939e-05
   6.00000   1   11.515830   -7.521789e-04   -5.723802e-05
   6.00000   1   11.783640   -5.048116e-04   -3.531647e-05
   6.00000   1   12.051450   -3.387998e-04   -2.181904e-05
   6.00000   1   12.319260   -2.273852e-04   -1.349891e-05
   6.00000   1   12.587070   -1.526111e-04   -8.363849e-06
   6.00000   1   12.854880   -1.024271e-04   -5.190378e-06
   6.00000   1   13.122690   -6.874603e-05   -3.226396e-06
   6.00000   1   13.390500   -4.614072e-05   -2.009107e-06
   6.00000   1   13.658310   -3.096882e-05   -1.253415e-06
   6.00000   1   13.926120   -2.078587e-05   -7.834880e-07
   6.00000   1   14.193930   -1.395131e-05   -4.907415e-07
   6.00000   1   14.461740   -9.364066e-06   -3.080289e-07
   6.00000   1   14.729550   -6.285163e-06   -1.937676e-07
   6.00000   1   14.997360   -4.218626e-06   -1.221663e-07
   6.00000   1   15.265170   -2.831572e-06   -7.720191e-08
   6.00000   1   15.532980   -1.900581e-06   -4.890273e-08
   6.00000   1   15.800790   -1.275695e-06   -3.105158e-08
   6.00000   1   16.068600   -8.562666e-07   -1.976481e-08
   6.00000   1   16.336410   -5.747419e-07   -1.261151e-08
   6.00000   1   16.604220   -3.857786e-07   -8.066958e-09
   6.00000   1   16.872030   -2.589433e-07   -5.172702e-09
   6.00000   1   17.139840   -1.738091e-07   -3.324927e-09
   6.00000   1   17.407650   -1.166653e-07   -2.142350e-09
   6.00000   1   17.675460   -7.830899e-08   -1.383645e-09
   6.00000   1   17.943270   -5.256331e-08   -8.957001e-10
   6.00000   1   18.211080   -3.528212e-08   -5.811357e-10
   6.00000   1   18.478890   -2.368249e-08   -3.778676e-10
   6.00000   1   18.746700   -1.589648e-08   -2.462158e-10
   6.00000   1   19.014510   -1.067027e-08   -1.607573e-10
   6.00000   1   19.282320   -7.162263e-09   -1.051638e-10
   6.00000   1   19.550130   -4.807573e-09   -6.892293e-11
   6.00000   1   19.817940   -3.227023e-09   -4.525045e-11
   6.00000   1   20.085750   -2.166101e-09   -2.975795e-11
   6.00000   1   20.353560   -1.453971e-09   -1.960034e-11
   6.00000   1   20.621370   -9.759634e-10   -1.292897e-11
   6.00000   1   20.889180   -6.551060e-10   -8.540125e-12
   6.00000   2    0.267810   -4.878626e+01   -4.866358e-01
   6.00000   2    0.535620   -4.864346e+01   -4.953455e-01
   6.00000   2    0.803430   -4.856154e+01   -5.092118e-01
   6.00000   2    1.071240   -4.846645e+01   -5.320089e-01
   6.00000   2    1.339050   -4.831962e+01   -5.695871e-01
   6.00000   2    1.606860   -4.807625e+01   -6.313860e-01
   6.00000   2    1.874670   -4.767362e+01   -7.325225e-01
   6.00000   2    2.142480   -4.702135e+01   -8.967343e-01
   6.00000   2    2.410290   -4.599205e+01   -1.160016e+00
   6.00000   2    2.678100   -4.441751e+01   -1.573677e+00
   6.00000   2    2.945910   -4.210325e+01   -2.202794e+00
   6.00000   2    3.213720   -3.887768e+01   -3.110960e+00
   6.00000   2    3.481530   -3.467716e+01   -4.317295e+00
   6.00000   2    3.749340   -2.962939e+01   -5.720003e+00
   6.00000   2    4.017150   -2.407264e+01   -7.026755e+00
   6.00000   2    4.284960   -1.847910e+01   -7.803315e+00
   6.00000   2    4.552770   -1.330564e+01   -7.714058e+00
   6.00000   2    4.820580   -8.845254e+00   -6.782086e+00
   6.00000   2    5.088390   -5.250847e+00   -5.371494e+00
   6.00000   2    5.356200   -2.516011e+00   -3.913471e+00
   6.00000   2    5.624010   -5.316601e-01   -2.681783e+00
   6.00000   2    5.891820    8.515695e-01   -1.761891e+00
   6.00000   2    6.159630    1.781291e+00   -1.125891e+00
   6.00000   2    6.427440    2.383041e+00   -7.068695e-01
   6.00000   2    6.695250    2.754762e+00   -4.389317e-01
   6.00000   2    6.963060    2.968848e+00   -2.707212e-01
   6.00000   2    7.230870    3.076955e+00   -1.662962e-01
   6.00000   2    7.498680    3.115067e+00   -1.019072e-01
   6.00000   2    7.766490    3.107833e+00   -6.236513e-02
   6.00000   2    8.034300    3.071925e+00   -3.813956e-02
   6.00000   2    8.302110    3.018502e+00   -2.331759e-02
   6.00000   2    8.569920    2.954962e+00   -1.425541e-02
   6.00000   2    8.837730    2.886160e+00   -8.716439e-03
   6.00000   2    9.105540    2.815240e+00   -5.331074e-03
   6.00000   2    9.373350    2.744207e+00   -3.261712e-03
   6.00000   2    9.641160    2.674305e+00   -1.996472e-03
   6.00000   2    9.908970    2.606284e+00   -1.222631e-03
   6.00000   2   10.176780    2.540561e+00   -7.491472e-04
   6.00000   2   10.444590    2.477344e+00   -4.593080e-04
   6.00000   2   10.712400    2.416706e+00   -2.817937e-04
   6.00000   2   10.980210    2.358633e+00   -1.730116e-04
   6.00000   2   11.248020    2.303060e+00   -1.063074e-04
   6.00000   2   11.515830    2.249895e+00   -6.537698e-05
   6.00000   2   11.783640    2.199025e+00   -4.024293e-05
   6.00000   2   12.051450    2.150336e+00   -2.479645e-05
   6.00000   2   12.319260    2.103709e+00   -1.529529e-05
   6.00000   2   12.587070    2.059030e+00   -9.445597e-06
   6.00000   2   12.854880    2.016187e+00   -5.840367e-06
   6.00000   2   13.122690    1.975077e+00   -3.615989e-06
   6.00000   2   13.390500    1.935600e+00   -2.241962e-06
   6.00000   2   13.658310    1.897663e+00   -1.392138e-06
   6.00000   2   13.926120    1.861181e+00   -8.658214e-07
   6.00000   2   14.193930    1.826072e+00   -5.393927e-07
   6.00000   2   14.461740    1.792260e+00   -3.366288e-07
   6.00000   2   14.729550    1.759677e+00   -2.104769e-07
   6.00000   2   14.997360    1.728257e+00   -1.318564e-07
   6.00000   2   15.265170    1.697938e+00   -8.277068e-08
   6.00000   2   15.532980    1.668664e+00   -5.206697e-08
   6.00000   2   15.800790    1.640382e+00   -3.282377e-08
   6.00000   2   16.068600    1.613043e+00   -2.073869e-08
   6.00000   2   16.336410    1.586600e+00   -1.313300e-08
   6.00000   2   16.604220    1.561010e+00   -8.335940e-09
   6.00000   2   16.872030    1.536232e+00   -5.303564e-09
   6.00000   2   17.139840    1.512229e+00   -3.382309e-09
   6.00000   2   17.407650    1.488964e+00   -2.162200e-09
   6.00000   2   17.675460    1.466404e+00   -1.385527e-09
   6.00000   2   17.943270    1.444517e+00   -8.899511e-10
   6.00000   2   18.211080    1.423274e+00   -5.729795e-10
   6.00000   2   18.478890    1.402647e+00   -3.697595e-10
   6.00000   2   18.746700    1.382609e+00   -2.391596e-10
   6.00000   2   19.014510    1.363136e+00   -1.550322e-10
   6.00000   2   19.282320    1.344203e+00   -1.007151e-10
   6.00000   2   19.550130    1.325790e+00   -6.556563e-11
   6.00000   2   19.817940    1.307874e+00   -4.276950e-11
   6.00000   2   20.085750    1.290435e+00   -2.795334e-11
   6.00000   2   20.353560    1.273456e+00   -1.830367e-11
   6.00000   2   20.621370    1.256917e+00   -1.200632e-11
   6.00000   2   20.889180    1.240803e+00   -7.888792e-12
   7.00000   1    0.267810   -4.978242e+01   -6.251143e-01
   7.00000   1    0.535620   -4.962143e+01   -6.325622e-01
   7.00000   1    0.803430   -4.950485e+01   -6.441213e-01
   7.00000   1    1.071240   -4.936245e+01   -6.631646e-01
   7.00000   1    1.339050   -4.916024e+01   -6.947407e-01
   7.00000   1    1.606860   -4.885985e+01   -7.470001e-01
   7.00000   1    1.874670   -4.840759e+01   -8.330550e-01
   7.00000   1    2.142480   -4.772539e+01   -9.736025e-01
   7.00000   1    2.410290   -4.670194e+01   -1.200199e+00
   7.00000   1    2.678100   -4.518855e+01   -1.558085e+00
   7.00000   1    2.945910   -4.301146e+01   -2.105007e+00
   7.00000   1    3.213720   -4.001606e+01   -2.897903e+00
   7.00000   1    3.481530   -3.614381e+01   -3.954805e+00
   7.00000   1    3.749340   -3.150711e+01   -5.186474e+00
   7.00000   1    4.017150   -2.640487e+01   -6.333393e+00
   7.00000   1    4.284960   -2.125224e+01   -7.008243e+00
   7.00000   1    4.552770   -1.645790e+01   -6.911301e+00
   7.00000   1    4.820580   -1.231488e+01   -6.064350e+00
   7.00000   1    5.088390   -8.954136e+00   -4.794449e+00
   7.00000   1    5.356200   -6.364452e+00   -3.487296e+00
   7.00000   1    5.624010   -4.446793e+00   -2.386206e+00
   7.00000   1    5.891820   -3.068277e+00   -1.565696e+00
   7.00000   1    6.159630   -2.098348e+00   -9.994419e-01
   7.00000   1    6.427440   -1.426158e+00   -6.269280e-01
   7.00000   1    6.695250   -9.651822e-01   -3.890179e-01
   7.00000   1    6.963060   -6.513224e-01   -2.398060e-01
   7.00000   1    7.230870   -4.386708e-01   -1.472487e-01
   7.00000   1    7.498680   -2.950656e-01   -9.021316e-02
   7.00000   1    7.766490   -1.983016e-01   -5.520357e-02
   7.00000   1    8.034300   -1.331957e-01   -3.376191e-02
   7.00000   1    8.302110   -8.943279e-02   -2.064573e-02
   7.00000   1    8.569920   -6.003482e-02   -1.262684e-02
   7.00000   1    8.837730   -4.029467e-02   -7.725041e-03
   7.00000   1    9.105540   -2.704301e-02   -4.728326e-03
   7.00000   1    9.373350   -1.814856e-02   -2.895743e-03
   7.00000   1    9.641160   -1.217922e-02   -1.774586e-03
   7.00000   1    9.908970   -8.173225e-03   -1.088312e-03
   7.00000   1   10.176780   -5.484900e-03   -6.679781e-04
   7.00000   1   10.444590   -3.680846e-03   -4.103523e-04
   7.00000   1   10.712400   -2.470198e-03   -2.523312e-04
   7.00000   1   10.980210   -1.657760e-03   -1.553241e-04
   7.00000   1   11.248020   -1.112545e-03   -9.571864e-05
   7.00000   1   11.515830   -7.466543e-04   -5.905828e-05
   7.00000   1   11.783640   -5.011036e-04   -3.648630e-05
   7.00000   1   12.051450   -3.363110e-04   -2.257266e-05
   7.00000   1   12.319260   -2.257147e-04   -1.398555e-05
   7.00000   1   12.587070   -1.514899e-04   -8.678825e-06
   7.00000   1   12.854880   -1.016745e-04   -5.394703e-06
   7.00000   1   13.122690   -6.824090e-05   -3.359232e-06
   7.00000   1   13.390500   -4.580167e-05   -2.095649e-06
   7.00000   1   13.658310   -3.074125e-05   -1.309911e-06
   7.00000   1   13.926120   -2.063312e-05   -8.204415e-07
   7.00000   1   14.193930   -1.384878e-05   -5.149572e-07
   7.00000   1   14.461740   -9.295246e-06   -3.239254e-07
   7.00000   1   14.729550   -6.238969e-06   -2.042204e-07
   7.00000   1   14.997360   -4.187619e-06   -1.290504e-07
   7.00000   1   15.265170   -2.810760e-06   -8.174239e-08
   7.00000   1   15.532980   -1.886611e-06   -5.190162e-08
   7.00000   1   15.800790   -1.266318e-06   -3.303486e-08
   7.00000   1   16.068600   -8.499726e-07   -2.107802e-08
   7.00000   1   16.336410   -5.705171e-07   -1.348202e-08
   7.00000   1   16.604220   -3.829427e-07   -8.644610e-09
   7.00000   1   16.872030   -2.570398e-07   -5.556393e-09
   7.00000   1   17.139840   -1.725314e-07   -3.580013e-09
   7.00000   1   17.407650   -1.158076e-07   -2.312078e-09
   7.00000   1   17.675460   -7.773331e-08   -1.496664e-09
   7.00000   1   17.943270   -5.217689e-08   -9.710097e-10
   7.00000   1   18.211080   -3.502274e-08   -6.313506e-10
   7.00000   1   18.478890   -2.350839e-08   -4.113697e-10
   7.00000   1   18.746700   -1.577961e-08   -2.685797e-10
   7.00000   1   19.014510   -1.059182e-08   -1.756934e-10
   7.00000   1   19.282320   -7.109607e-09   -1.151437e-10
   7.00000   1   19.550130   -4.772228e-09   -7.559402e-11
   7.00000   1   19.817940   -3.203298e-09   -4.971144e-11
   7.00000   1   20.085750   -2.150176e-09   -3.274207e-11
   7.00000   1   20.353560   -1.443282e-09   -2.159715e-11
   7.00000   1   20.621370   -9.687880e-10   -1.426552e-11
   7.00000   1   20.889180   -6.502896e-10   -9.434967e-12
   7.00000   2    0.267810   -4.836460e+01   -5.551812e-01
   7.00000   2    0.535620   -4.822283e+01   -5.641245e-01
   7.00000   2    0.803430   -4.814195e+01   -5.783114e-01
   7.00000   2    1.071240   -4.804828e+01   -6.016443e-01
   7.00000   2    1.339050   -4.790351e+01   -6.401406e-01
   7.00000   2    1.606860   -4.766318e+01   -7.035089e-01
   7.00000   2    1.874670   -4.726504e+01   -8.073069e-01
   7.00000   2    2.142480   -4.661937e+01   -9.759790e-01
   7.00000   2    2.410290   -4.559968e+01   -1.246615e+00
   7.00000   2    2.678100   -4.403891e+01   -1.672116e+00
   7.00000   2    2.945910   -4.174384e+01   -2.319611e+00
   7.00000   2    3.213720   -3.854396e+01   -3.254724e+00
   7.00000   2    3.481530   -3.437599e+01   -4.497190e+00
   7.00000   2    3.749340   -2.936677e+01   -5.941922e+00
   7.00000   2    4.017150   -2.385227e+01   -7.287101e+00
   7.00000   2    4.284960   -1.830142e+01   -8.084398e+00
   7.00000   2    4.552770   -1.316778e+01   -7.987400e+00
   7.00000   2    4.820580   -8.741917e+00   -7.020271e+00
   7.00000   2    5.088390   -5.175593e+00   -5.559360e+00
   7.00000   2    5.356200   -2.462451e+00   -4.050204e+00
   7.00000   2    5.624010   -4.941955e-01   -2.775585e+00
   7.00000   2    5.891820    8.774448e-01   -1.823679e+00
   7.00000   2    6.159630    1.799001e+00   -1.165522e+00
   7.00000   2    6.427440    2.395087e+00   -7.318676e-01
   7.00000   2    6.695250    2.762919e+00   -4.545391e-01
   7.00000   2    6.963060    2.974356e+00   -2.804070e-01
   7.00000   2    7.230870    3.080666e+00   -1.722869e-01
   7.00000   2    7.498680    3.117564e+00   -1.056062e-01
   7.00000   2    7.766490    3.109512e+00   -6.464769e-02
   7.00000   2    8.034300    3.073053e+00   -3.954813e-02
   7.00000   2    8.302110    3.019259e+00   -2.418725e-02
   7.00000   2    8.569920    2.955471e+00   -1.479277e-02
   7.00000   2    8.837730    2.886502e+00   -9.048817e-03
   7.00000   2    9.105540    2.815470e+00   -5.536906e-03
   7.00000   2    9.373350    2.744360e+00   -3.389348e-03
   7.00000   2    9.641160    2.674409e+00   -2.075734e-03
   7.00000   2    9.908970    2.606353e+00   -1.271929e-03
   7.00000   2   10.176780    2.540607e+00   -7.798605e-04
   7.00000   2   10.444590    2.477375e+00   -4.784763e-04
   7.00000   2   10.712400    2.416727e+00   -2.937788e-04
   7.00000   2   10.980210    2.358647e+00   -1.805200e-04
   7.00000   2   11.248020    2.303070e+00   -1.110207e-04
   7.00000   2   11.515830    2.249901e+00   -6.834189e-05
   7.00000   2   11.783640    2.199030e+00   -4.211206e-05
   7.00000   2   12.051450    2.150339e+00   -2.597741e-05
   7.00000   2   12.319260    2.103711e+00   -1.604315e-05
   7.00000   2   12.587070    2.059031e+00   -9.920289e-06
   7.00000   2   12.854880    2.016188e+00   -6.142381e-06
   7.00000   2   13.122690    1.975078e+00   -3.808597e-06
   7.00000   2   13.390500    1.935600e+00   -2.365091e-06
   7.00000   2   13.658310    1.897664e+00   -1.471039e-06
   7.00000   2   13.926120    1.861181e+00   -9.165010e-07
   7.00000   2   14.193930    1.826072e+00   -5.720220e-07
   7.00000   2   14.461740    1.792261e+00   -3.576855e-07
   7.00000   2   14.729550    1.759677e+00   -2.240964e-07
   7.00000   2   14.997360    1.728257e+00   -1.406852e-07
   7.00000   2   15.265170    1.697938e+00   -8.850619e-08
   7.00000   2   15.532980    1.668664e+00   -5.580081e-08
   7.00000   2   15.800790    1.640382e+00   -3.525943e-08
   7.00000   2   16.068600    1.613043e+00   -2.233060e-08
   7.00000   2   16.336410    1.586600e+00   -1.417537e-08
   7.00000   2   16.604220    1.561010e+00   -9.019692e-09
   7.00000   2   16.872030    1.536232e+00   -5.752828e-09
   7.00000   2   17.139840    1.512229e+00   -3.677970e-09
   7.00000   2   17.407650    1.488964e+00   -2.357066e-09
   7.00000   2   17.675460    1.466404e+00   -1.514142e-09
   7.00000   2   17.943270    1.444517e+00   -9.749514e-10
   7.00000   2   18.211080    1.423274e+00   -6.292248e-10
   7.00000   2   18.478890    1.402647e+00   -4.070204e-10
   7.00000   2   18.746700    1.382609e+00   -2.638705e-10
   7.00000   2   19.014510    1.363136e+00   -1.714364e-10
   7.00000   2   19.282320    1.344203e+00   -1.116151e-10
   7.00000   2   19.550130    1.325790e+00   -7.281444e-11
   7.00000   2   19.817940    1.307874e+00   -4.759400e-11
   7.00000   2   20.085750    1.290435e+00   -3.116667e-11
   7.00000   2   20.353560    1.273456e+00   -2.044533e-11
   7.00000   2   20.621370    1.256917e+00   -1.343460e-11
   7.00000   2   20.889180    1.240803e+00   -8.841858e-12
   8.00000   1    0.267810   -4.941695e+01   -6.945473e-01
   8.00000   1    0.535620   -4.925689e+01   -7.020244e-01
   8.00000   1    0.803430   -4.914121e+01   -7.135510e-01
   8.00000   1    1.071240   -4.900001e+01   -7.325488e-01
   8.00000   1    1.339050   -4.879955e+01   -7.640932e-01
   8.00000   1    1.606860   -4.850174e+01   -8.163772e-01
   8.00000   1    1.874670   -4.805330e+01   -9.025926e-01
   8.00000   1    2.142480   -4.737673e+01   -1.043581e+00
   8.00000   1    2.410290   -4.636151e+01   -1.271151e+00
   8.00000   1    2.678100   -4.485995e+01   -1.630939e+00
   8.00000   1    2.945910   -4.269941e+01   -2.181240e+00
   8.00000   1    3.213720   -3.972624e+01   -2.979567e+00
   8.00000   1    3.481530   -3.588223e+01   -4.044144e+00
   8.00000   1    3.749340   -3.127902e+01   -5.284796e+00
   8.00000   1    4.017150   -2.621351e+01   -6.439227e+00
   8.00000   1    4.284960   -2.109799e+01   -7.115982e+00
   8.00000   1    4.552770   -1.633825e+01   -7.012263e+00
   8.00000   1    4.820580   -1.222521e+01   -6.150453e+00
   8.00000   1    5.088390   -8.888846e+00   -4.861624e+00
   8.00000   1    5.356200   -6.317990e+00   -3.536007e+00
   8.00000   1    5.624010   -4.414299e+00   -2.419667e+00
   8.00000   1    5.891820   -3.045838e+00   -1.587848e+00
   8.00000   1    6.159630   -2.082991e+00   -1.013760e+00
   8.00000   1    6.427440   -1.415714e+00   -6.360489e-01
   8.00000   1    6.695250   -9.581102e-01   -3.947790e-01
   8.00000   1    6.963060   -6.465478e-01   -2.434285e-01
   8.00000   1    7.230870   -4.354537e-01   -1.495219e-01
   8.00000   1    7.498680   -2.929009e-01   -9.163900e-02
   8.00000   1    7.766490   -1.968463e-01   -5.609844e-02
   8.00000   1    8.034300   -1.322179e-01   -3.432422e-02
   8.00000   1    8.302110   -8.877608e-02   -2.099964e-02
   8.00000   1    8.569920   -5.959387e-02   -1.285002e-02
   8.00000   1    8.837730   -3.999864e-02   -7.866074e-03
   8.00000   1    9.105540   -2.684430e-02   -4.817647e-03
   8.00000   1    9.373350   -1.801518e-02   -2.952445e-03
   8.00000   1    9.641160   -1.208969e-02   -1.810666e-03
   8.00000   1    9.908970   -8.113138e-03   -1.111326e-03
   8.00000   1   10.176780   -5.444571e-03   -6.826941e-04
   8.00000   1   10.444590   -3.653779e-03   -4.197850e-04
   8.00000   1   10.712400   -2.452031e-03   -2.583921e-04
   8.00000   1   10.980210   -1.645566e-03   -1.592279e-04
   8.00000   1   11.248020   -1.104361e-03   -9.823897e-05
   8.00000   1   11.515830   -7.411614e-04   -6.068922e-05
   8.00000   1   11.783640   -4.974168e-04   -3.754409e-05
   8.00000   1   12.051450   -3.338365e-04   -2.326023e-05
   8.00000   1   12.319260   -2.240539e-04   -1.443342e-05
   8.00000   1   12.587070   -1.503751e-04   -8.971149e-06
   8.00000   1   12.854880   -1.009263e-04   -5.585877e-06
   8.00000   1   13.122690   -6.773867e-05   -3.484490e-06
   8.00000   1   13.390500   -4.546457e-05   -2.177862e-06
   8.00000   1   13.658310   -3.051498e-05   -1.363963e-06
   8.00000   1   13.926120   -2.048125e-05   -8.560348e-07
   8.00000   1   14.193930   -1.374684e-05   -5.384303e-07
   8.00000   1   14.461740   -9.226821e-06   -3.394271e-07
   8.00000   1   14.729550   -6.193041e-06   -2.144711e-07
   8.00000   1   14.997360   -4.156791e-06   -1.358371e-07
   8.00000   1   15.265170   -2.790067e-06   -8.624081e-08
   8.00000   1   15.532980   -1.872721e-06   -5.488643e-08
   8.00000   1   15.800790   -1.256995e-06   -3.501729e-08
   8.00000   1   16.068600   -8.437147e-07   -2.239588e-08
   8.00000   1   16.336410   -5.663166e-07   -1.435883e-08
   8.00000   1   16.604220   -3.801232e-07   -9.228425e-09
   8.00000   1   16.872030   -2.551473e-07   -5.945395e-09
   8.00000   1   17.139840   -1.712611e-07   -3.839378e-09
   8.00000   1   17.407650   -1.149549e-07   -2.485111e-09
   8.00000   1   17.675460   -7.716094e-08   -1.612165e-09
   8.00000   1   17.943270   -5.179269e-08   -1.048146e-09
   8.00000   1   18.211080   -3.476485e-08   -6.828892e-10
   8.00000   1   18.478890   -2.333528e-08   -4.458196e-10
   8.00000   1   18.746700   -1.566342e-08   -2.916158e-10
   8.00000   1   19.014510   -1.051383e-08   -1.911027e-10
   8.00000   1   19.282320   -7.057254e-09   -1.254545e-10
   8.00000   1   19.550130   -4.737086e-09   -8.249530e-11
   8.00000   1   19.817940   -3.179709e-09   -5.433185e-11
   8.00000   1   20.085750   -2.134342e-09   -3.583619e-11
   8.00000   1   20.353560   -1.432653e-09   -2.366962e-11
   8.00000   1   20.621370   -9.616538e-10   -1.565395e-11
   8.00000   1   20.889180   -6.455008e-10   -1.036531e-11
   8.00000   2    0.267810   -4.794507e+01   -6.276601e-01
   8.00000   2    0.535620   -4.780433e+01   -6.367680e-01
   8.00000   2    0.803430   -4.772448e+01   -6.511579e-01
   8.00000   2    1.071240   -4.763222e+01   -6.748345e-01
   8.00000   2    1.339050   -4.748950e+01   -7.139368e-01
   8.00000   2    1.606860   -4.725219e+01   -7.783702e-01
   8.00000   2    1.874670   -4.685852e+01   -8.840173e-01
   8.00000   2    2.142480   -4.621942e+01   -1.055851e+00
   8.00000   2    2.410290   -4.520929e+01   -1.331788e+00
   8.00000   2    2.678100   -4.366222e+01   -1.765942e+00
   8.00000   2    2.945910   -4.138623e+01   -2.427021e+00
   8.00000   2    3.213720   -3.821190e+01   -3.382217e+00
   8.00000   2    3.481530   -3.407633e+01   -4.651749e+00
   8.00000   2    3.749340   -2.910547e+01   -6.127965e+00
   8.00000   2    4.017150   -2.363301e+01   -7.501651e+00
   8.00000   2    4.284960   -1.812464e+01   -8.313494e+00
   8.00000   2    4.552770   -1.303062e+01   -8.208715e+00
   8.00000   2    4.820580   -8.639099e+00   -7.212414e+00
   8.00000   2    5.088390   -5.100718e+00   -5.710652e+00
   8.00000   2    5.356200   -2.409159e+00   -4.160271e+00
   8.00000   2    5.624010   -4.569194e-01   -2.851128e+00
   8.00000   2    5.891820    9.031899e-01   -1.873492e+00
   8.00000   2    6.159630    1.816622e+00   -1.197523e+00
   8.00000   2    6.427440    2.407072e+00   -7.520914e-01
   8.00000   2    6.695250    2.771035e+00   -4.671938e-01
   8.00000   2    6.963060    2.979836e+00   -2.882801e-01
   8.00000   2    7.230870    3.084359e+00   -1.771699e-01
   8.00000   2    7.498680    3.120049e+00   -1.086303e-01
   8.00000   2    7.766490    3.111182e+00   -6.651987e-02
   8.00000   2    8.034300    3.074175e+00   -4.070750e-02
   8.00000   2    8.302110    3.020013e+00   -2.490575e-02
   8.00000   2    8.569920    2.955977e+00   -1.523852e-02
   8.00000   2    8.837730    2.886842e+00   -9.325715e-03
   8.00000   2    9.105540    2.815698e+00   -5.709165e-03
   8.00000   2    9.373350    2.744514e+00   -3.496683e-03
   8.00000   2    9.641160    2.674512e+00   -2.142730e-03
   8.00000   2    9.908970    2.606422e+00   -1.313823e-03
   8.00000   2   10.176780    2.540654e+00   -8.061076e-04
   8.00000   2   10.444590    2.477406e+00   -4.949537e-04
   8.00000   2   10.712400    2.416748e+00   -3.041448e-04
   8.00000   2   10.980210    2.358661e+00   -1.870553e-04
   8.00000   2   11.248020    2.303079e+00   -1.151501e-04
   8.00000   2   11.515830    2.249907e+00   -7.095707e-05
   8.00000   2   11.783640    2.199034e+00   -4.377211e-05
   8.00000   2   12.051450    2.150342e+00   -2.703365e-05
   8.00000   2   12.319260    2.103713e+00   -1.671681e-05
   8.00000   2   12.587070    2.059032e+00   -1.035097e-05
   8.00000   2   12.854880    2.016189e+00   -6.418377e-06
   8.00000   2   13.122690    1.975078e+00   -3.985887e-06
   8.00000   2   13.390500    1.935601e+00   -2.479244e-06
   8.00000   2   13.658310    1.897664e+00   -1.544710e-06
   8.00000   2   13.926120    1.861181e+00   -9.641544e-07
   8.00000   2   14.193930    1.826072e+00   -6.029148e-07
   8.00000   2   14.461740    1.792261e+00   -3.777559e-07
