# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Energy grid: 20 to 20 MeV, 1 MeV step
# Radial grid: 0 to 21 fm, 0.26781 fm step
# l = 0 (j = l + 1/2, l.s = l)
# Columns: E(MeV)  k  r(fm)  Re(U)(MeV)  Im(U)(MeV)
  20.00000   2    3.749340   -2.494841e+01   -6.850142e+00
  20.00000   2    4.017150   -2.020571e+01   -8.116643e+00
  20.00000   2    4.284960   -1.543021e+01   -8.818054e+00
  20.00000   2    4.552770   -1.099716e+01   -8.606965e+00
  20.00000   2    4.820580   -7.154914e+00   -7.515054e+00
  20.00000   2    5.088390   -4.045505e+00   -5.932873e+00
  20.00000   2    5.356200   -1.673678e+00   -4.318873e+00
  20.00000   2    5.624010    4.834188e-02   -2.961904e+00
  20.00000   2    5.891820    1.246769e+00   -1.949681e+00
  20.00000   2    6.159630    2.048633e+00   -1.249378e+00
  20.00000   2    6.427440    2.563022e+00   -7.871417e-01
  20.00000   2    6.695250    2.875551e+00   -4.907814e-01
  20.00000   2    6.963060    3.049756e+00   -3.041103e-01
  20.00000   2    7.230870    3.131087e+00   -1.877764e-01
  20.00000   2    7.498680    3.151262e+00   -1.157302e-01
  20.00000   2    7.766490    3.132028e+00   -7.127015e-02
  20.00000   2    8.034300    3.088098e+00   -4.388515e-02
  20.00000   2    8.302110    3.029314e+00   -2.703137e-02
  20.00000   2    8.569920    2.962191e+00   -1.666055e-02
  20.00000   2    8.837730    2.890995e+00   -1.027720e-02
  20.00000   2    9.105540    2.818474e+00   -6.345930e-03
  20.00000   2    9.373350    2.746370e+00   -3.922915e-03
  20.00000   2    9.641160    2.675754e+00   -2.428098e-03
  20.00000   2    9.908970    2.607253e+00   -1.504920e-03
  20.00000   2   10.176780    2.541210e+00   -9.341015e-04
  20.00000   2   10.444590    2.477779e+00   -5.806980e-04
  20.00000   2   10.712400    2.416997e+00   -3.615956e-04
  20.00000   2   10.980210    2.358828e+00   -2.255550e-04
  20.00000   2   11.248020    2.303191e+00   -1.409538e-04
  20.00000   2   11.515830    2.249982e+00   -8.825392e-05
  20.00000   2   11.783640    2.199084e+00   -5.536804e-05
  20.00000   2   12.051450    2.150375e+00   -3.480853e-05
  20.00000   2   12.319260    2.103736e+00   -2.193028e-05
  20.00000   2   12.587070    2.059047e+00   -1.384721e-05
  20.00000   2   12.854880    2.016199e+00   -8.763217e-06
  20.00000   2   13.122690    1.975085e+00   -5.558635e-06
  20.00000   2   13.390500    1.935605e+00   -3.534204e-06
  20.00000   2   13.658310    1.897667e+00   -2.252397e-06
  20.00000   2   13.926120    1.861183e+00   -1.438912e-06
  20.00000   2   14.193930    1.826073e+00   -9.214268e-07
  20.00000   2   14.461740    1.792262e+00   -5.914542e-07
  20.00000   2   14.729550    1.759678e+00   -3.805454e-07
  20.00000   2   14.997360    1.728257e+00   -2.454164e-07
  20.00000   2   15.265170    1.697938e+00   -1.586334e-07
  20.00000   2   15.532980    1.668664e+00   -1.027680e-07
  20.00000   2   15.800790    1.640383e+00   -6.672184e-08
  20.00000   2   16.068600    1.613043e+00   -4.341058e-08
  20.00000   2   16.336410    1.586600e+00   -2.830146e-08
  20.00000   2   16.604220    1.561010e+00   -1.848731e-08
  20.00000   2   16.872030    1.536232e+00   -1.209912e-08
  20.00000   2   17.139840    1.512229e+00   -7.932539e-09
  20.00000   2   17.407650    1.488964e+00   -5.209668e-09
  20.00000   2   17.675460    1.466404e+00   -3.426956e-09
  20.00000   2   17.943270    1.444517e+00   -2.257713e-09
  20.00000   2   18.211080    1.423274e+00   -1.489539e-09
  20.00000   2   18.478890    1.402647e+00   -9.840558e-10
  20.00000   2   18.746700    1.382609e+00   -6.509312e-10
  20.00000   2   19.014510    1.363136e+00   -4.310839e-10
  20.00000   2   19.282320    1.344203e+00   -2.858018e-10
  20.00000   2   19.550130    1.325790e+00   -1.896754e-10
  20.00000   2   19.817940    1.307874e+00   -1.259992e-10
  20.00000   2   20.085750    1.290435e+00   -8.377318e-11
  20.00000   2   20.353560    1.273456e+00   -5.574347e-11
  20.00000   2   20.621370    1.256917e+00   -3.711996e-11
  20.00000   2   20.889180    1.240803e+00   -2.473547e-11
